id,url,name,description
168025,https://timeout.pt,"Time Out Lisboa: eventos e agenda de Lisboa, restaurantes e coisas para fazer","O melhor guia de Lisboa. Restaurantes, bares, eventos e agenda de Lisboa: as melhores coisas para fa"
168363,https://felizes.pt,"Encontros, amizade e amor no site de encontros Felizes.pt","Felizes.pt é o maior site de encontros e namoro em Portugal. Com mais de 500.000 portugueses, é fáci"
169581,https://nuroa.pt,Apartamentos e casas - Buscador nuroa: bem-vindo a casa | nuroa.pt,
169676,https://chip7.pt,CHIP7 | Mais de 70 lojas de informática e computadores gaming,"A CHIP7 disponibiliza uma vasta gama de computadores gaming, produtos e serviços informáticos em mai"
172930,https://scene-rush.pt,SceneRush,
174253,https://impala.pt,Impala - Portal Impala,"No Portal Impala.pt, fique a par do que acontece em Portugal e no mundo. Todas as principais notícia"
175781,https://bebitus.pt,Magazin - Bebitus,Produtos Archive - Bebitus
176061,https://porto.pt,Portal de notícias do Porto. Ponto. - Portal de notícias do Porto. Ponto.,
176161,https://carris.pt,CARRIS | Transporte Público de Lisboa,"Encontre toda a informação sobre viajar na CARRIS: autocarros, elétricos, passes, bilhetes, carreira"
176313,https://portugal.gov.pt,XXIV Governo Constitucional,
176353,https://androidgeek.pt,"AndroidGeek | Notícias, Análises e Opinião","O AndroidGeek é o maior portal nacional dedicado a Android e as novidades Huawei, Samsung, Oneplus, "
176586,https://impresa.pt,Grupo IMPRESA | Homepage,"A IMPRESA contribui diariamente para uma sociedade livre, esclarecida e realizada. As marcas do grup"
177797,https://nowo.pt,"NOWO - Internet, TelevisÃ£o, TelemÃ³vel e Telefone","Adere à NOWO para o melhor serviço de Internet, Televisão, Telefone e Telemóvel. Pacotes para casa e"
180114,https://portugalsemtripe.pt,Portugal Sem Tripé - Passatempo Huawei P10,
180128,https://ana.pt,ANA - Aeroportos de Portugal,
180964,https://teleperformance.pt,Homepage - Teleperformance,
182095,https://kwportugal.pt,KW Portugal,
182357,https://bquarto.pt,Quartos e Apartamentos Lisboa Porto Coimbra | Portugal - BQUARTO,"Anúncios de Quartos e Apartamentos, a BQUARTO é um espaço de encontro entre as pessoas que Têm e as "
183096,https://inesc-id.pt,Home - Thematic Lines - INESC-ID,
185912,https://alertaemprego.pt,Alerta Emprego | Emprego | Ofertas de empregos online | Alerta Emprego,As melhores ofertas de emprego no seu novo portal de emprego! Nunca foi tão fácil procurar emprego
186118,https://psicologia.pt,PSICOLOGIA.PT - Publicações em Língua Portuguesa,"Revista luso-brasileira de psicologia. Milhares de artigos científicos, técnicos e de opinião em ace"
188869,https://andardemoto.pt,"AndarDeMoto: Motociclismo, Motas Novas, Motas Usadas, Motoclubes, Concessionários motos - Andar de Moto","Motos, Scooters, Moto4, ATV, Motociclismo, Testes de motas, comparativos de motos, catálogo motas no"
188905,https://geostar.pt,Agência de Viagens NETVIAGENS | Férias | Voos | Hotéis,"Reserva voos, hotéis e pacotes de viagens sempre ao melhor preço na sua Agência NETVIAGENS! Viaja na"
189052,https://it.pt,IT - website,
189474,https://ipg.pt,Politécnico da Guarda — O potencial do nosso interior.,O Instituto Politécnico da Guarda é uma instituição de ensino superior politécnico pública portugues
189824,https://mercedes-benz.pt,Veículos de Passageiros Mercedes-Benz,"A mistura de luxo, desportivos e desempenho. Seja Limousine, Station, Coupé, Cabrio, Roadster, SUV &"
192540,https://dominospizza.pt,Domino’s Pizza,
193848,https://nodevice.com.pt,NoDevice — drivers e instruções,"NoDevice — uma enorme coleção de drivers gratuitos, Instruções de Funcionamento e Manuais de Serviço"
194734,https://sns.gov.pt,SNS – Portal do SNS,
195881,https://bmw.pt,Home,"BMW Portugal: configure a sua viatura ideal, agende um test drive, peça uma proposta, descubra opçõe"
